record_id,owner_name,guardian_name,state,district,tehsil,village,khasra_number,plot_number,land_use_type,land_area_sq_m,survey_year,latitude,longitude,document_id,upload_timestamp,Hash,QR_Image
753,Anjali Srivastava,Neha Gupta,Uttar Pradesh,Lucknow,Malihabad,Kalyanpur,3897,882/7,Residential,2746,2024,27.348334,81.283112,LANDDOC-10753,2026-03-14 11:37:43,bec1e6345d89af9679bd4073ff22a6a2919feaf07155f1625d0f1536902ead39,qr_codes\qr_753.png
754,Pooja Yadav,Amit Sharma,Uttar Pradesh,Varanasi,Bikapur,Rampur,8839,381/2,Agricultural,4978,2020,25.940855,81.150609,LANDDOC-10754,2026-03-14 11:37:43,6593354ba52b8194a8ac88b294572d5bdae63b9c5b97d6085815f6d7d0af45be,qr_codes\qr_754.png
755,Deepak Yadav,Vikas Pandey,Uttar Pradesh,Varanasi,Malihabad,Shivpur,6533,717/2,Residential,3818,2017,25.986682,80.921783,LANDDOC-10755,2026-03-14 11:37:43,29a36b0be0fe60186bad6970f888e6547e984b44cf91168059b3bc20a97fc08b,qr_codes\qr_755.png
756,Sneha Dubey,Nidhi Saxena,Uttar Pradesh,Barabanki,Malihabad,Rampur,8934,957/1,Residential,3802,2024,25.980777,81.637947,LANDDOC-10756,2026-03-14 11:37:43,36bfbf86cd463d76d2370b213cae870ac86c982f0c2b2afc793100c6bd73b133,qr_codes\qr_756.png
757,Arjun Singh,Deepak Yadav,Uttar Pradesh,Kanpur,Phulpur,Madhopur,5835,427/5,Residential,1739,2019,26.859971,80.60062,LANDDOC-10757,2026-03-14 11:37:43,547d1e60cbca43f59b1b7feaca369da2a2ca9e1079123615e5cbd527911a9d33,qr_codes\qr_757.png
758,Rahul Verma,Rahul Verma,Uttar Pradesh,Sitapur,Malihabad,Madhopur,6620,353/6,Agricultural,4773,2022,25.82144,80.765959,LANDDOC-10758,2026-03-14 11:37:43,d28eeffb5d7947840080570acc3fbd4baef383e248bcbd5e1c5a6c0b442b1a4e,qr_codes\qr_758.png
759,Pooja Yadav,Ankit Tiwari,Uttar Pradesh,Sitapur,Phulpur,Shivpur,5608,548/1,Commercial,3901,2023,27.389601,81.311206,LANDDOC-10759,2026-03-14 11:37:43,f1f9d045ed322122688b6b22babeb1d849a5eba1582206d815d539d68fa17dd2,qr_codes\qr_759.png
760,Ankit Tiwari,Ravi Shukla,Uttar Pradesh,Lucknow,Bikapur,Madhopur,4239,404/2,Agricultural,2420,2021,26.071232,79.672002,LANDDOC-10760,2026-03-14 11:37:43,59ba55768a32ff9e465dcef1fc0d0c19cc6a3094e5752a0a8eb44a3d1e2c18ef,qr_codes\qr_760.png
761,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Gorakhpur,Bikapur,Madhopur,7576,172/1,Agricultural,3413,2023,25.715116,81.966867,LANDDOC-10761,2026-03-14 11:37:43,cc2c057d3f3e1a58732a0c95352e4764eee5956221a0989c0e1dfe98ae585cd0,qr_codes\qr_761.png
762,Pooja Yadav,Amit Sharma,Uttar Pradesh,Sitapur,Phulpur,Kalyanpur,9729,846/2,Commercial,2630,2021,26.155908,81.114241,LANDDOC-10762,2026-03-14 11:37:43,47b320cb430c2f7c987909d042e3a2d51b8be88ca55a82fdfed26fbba7392af1,qr_codes\qr_762.png
763,Nidhi Saxena,Saurabh Jain,Uttar Pradesh,Varanasi,Meja,Kalyanpur,3879,661/8,Commercial,3156,2017,26.324758,81.367545,LANDDOC-10763,2026-03-14 11:37:43,f2b1abd235339becace264cb36d1f86d531f0dab9f2f686e4fed481b0a3c0957,qr_codes\qr_763.png
764,Priya Singh,Priya Singh,Uttar Pradesh,Kanpur,Malihabad,Basantpur,8224,418/5,Residential,578,2024,26.072464,81.040971,LANDDOC-10764,2026-03-14 11:37:43,ccee43d9861b5485e8c2f1c3f1f71f70fc3b4475b5b795ec6786b98f84b9696a,qr_codes\qr_764.png
765,Rahul Verma,Deepak Yadav,Uttar Pradesh,Kanpur,Phulpur,Lakshmipur,1690,546/9,Residential,4722,2023,26.287053,81.49327,LANDDOC-10765,2026-03-14 11:37:43,c4a2fd7a3a1ca062b9725ec1cbabde6dc1d41c5f2aa1ea16e5f49c76dd02d8ec,qr_codes\qr_765.png
766,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Prayagraj,Malihabad,Madhopur,1542,775/4,Agricultural,631,2024,25.876837,79.599902,LANDDOC-10766,2026-03-14 11:37:43,6515c4a13a89a9d77298c7ca03095c79590d96cf1ff8131c569dc868175b1793,qr_codes\qr_766.png
767,Rohit Mishra,Neha Gupta,Uttar Pradesh,Sitapur,Malihabad,Basantpur,6762,583/5,Agricultural,3341,2022,26.721195,81.347362,LANDDOC-10767,2026-03-14 11:37:43,278f1e172c29ae8a0d356c4111fce7c6620d1b5984a96617efd3c4c9695e614f,qr_codes\qr_767.png
768,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Gorakhpur,Malihabad,Shivpur,3510,653/1,Agricultural,4017,2020,27.224101,81.688881,LANDDOC-10768,2026-03-14 11:37:43,3ededb3f7e219c33e0fa83f19585545c401005c6e8111982f438feffc1ec544e,qr_codes\qr_768.png
769,Rahul Verma,Arjun Singh,Uttar Pradesh,Lucknow,Meja,Basantpur,5852,958/2,Commercial,2736,2024,27.32721,79.656599,LANDDOC-10769,2026-03-14 11:37:43,ab0404b1e3768a634332953809b27115be0c6c6f90e11279373457c511f49fbe,qr_codes\qr_769.png
770,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Kanpur,Bikapur,Shivpur,2329,493/1,Agricultural,4927,2019,26.930859,81.188279,LANDDOC-10770,2026-03-14 11:37:43,fe3cf7e85442e8e9dc04ffc3391ff32cd0dbcf4726d8ef887144c7afb0b258c7,qr_codes\qr_770.png
771,Ravi Shukla,Rohit Mishra,Uttar Pradesh,Kanpur,Malihabad,Kalyanpur,6312,413/5,Residential,3604,2020,25.825374,79.741393,LANDDOC-10771,2026-03-14 11:37:43,8b76507731a22ba821d0a056d6c1a81753b4601e39831121725baa1b18216745,qr_codes\qr_771.png
772,Saurabh Jain,Sneha Dubey,Uttar Pradesh,Gorakhpur,Phulpur,Kalyanpur,4019,611/7,Commercial,4033,2020,26.223927,81.559128,LANDDOC-10772,2026-03-14 11:37:43,48acb43578fdbd077f9069ed93cf202c2056b775edf75b612e01d19b77ab4df4,qr_codes\qr_772.png
773,Rahul Verma,Rahul Verma,Uttar Pradesh,Gorakhpur,Bikapur,Kalyanpur,8534,207/6,Residential,4191,2022,26.489876,79.881273,LANDDOC-10773,2026-03-14 11:37:43,4a887922c40ed079d38ea68b27e50adf3849d5671fe758a3264f2aa36353f7d8,qr_codes\qr_773.png
774,Anjali Srivastava,Priya Singh,Uttar Pradesh,Lucknow,Malihabad,Lakshmipur,7613,695/9,Commercial,4925,2023,25.548469,80.367244,LANDDOC-10774,2026-03-14 11:37:43,0060239d88caade117db8e840c9b5e468a493330436a31150c6874c6e4c17381,qr_codes\qr_774.png
775,Saurabh Jain,Vikas Pandey,Uttar Pradesh,Kanpur,Bikapur,Lakshmipur,5556,592/4,Agricultural,2370,2016,26.018785,82.220454,LANDDOC-10775,2026-03-14 11:37:43,b69112fdf871b7ded63d9fe01d68721e0347cbd74d3574d5f00319964372a5fc,qr_codes\qr_775.png
776,Anjali Srivastava,Deepak Yadav,Uttar Pradesh,Lucknow,Meja,Madhopur,1678,951/2,Residential,3351,2024,26.926468,80.869054,LANDDOC-10776,2026-03-14 11:37:43,fff9702a264576fded2e4866608745691d314768c52279c36333fce895014ce9,qr_codes\qr_776.png
777,Arjun Singh,Vikas Pandey,Uttar Pradesh,Sitapur,Phulpur,Lakshmipur,1582,132/9,Residential,3119,2021,27.179032,80.7379,LANDDOC-10777,2026-03-14 11:37:43,e3df182bfacf84144fad7e7f4fa0b4d4957d393b7a6776cdced95eca9739ae62,qr_codes\qr_777.png
778,Saurabh Jain,Arjun Singh,Uttar Pradesh,Kanpur,Phulpur,Lakshmipur,9915,591/3,Commercial,2421,2024,27.030789,81.733616,LANDDOC-10778,2026-03-14 11:37:43,765686265ff210a6bbd92dae4e21c348ef15b3accc938d2866874382c5043d56,qr_codes\qr_778.png
779,Arjun Singh,Rahul Verma,Uttar Pradesh,Lucknow,Sadar,Kalyanpur,3224,462/7,Agricultural,1469,2016,27.069929,82.015824,LANDDOC-10779,2026-03-14 11:37:43,88b6ebc1716a52eb6f75578b23b08802e1995a58bf126a2c4a8209583b6d6c32,qr_codes\qr_779.png
780,Rahul Verma,Rahul Verma,Uttar Pradesh,Lucknow,Sadar,Basantpur,9450,413/2,Residential,4865,2024,26.560874,82.214712,LANDDOC-10780,2026-03-14 11:37:43,aafb246e7511777cefd7b41a648070e2a391863a4f2dfa7ecc283cabb0e56ceb,qr_codes\qr_780.png
781,Rohit Mishra,Rohit Mishra,Uttar Pradesh,Gorakhpur,Bikapur,Lakshmipur,1636,693/6,Agricultural,477,2022,27.365314,81.638926,LANDDOC-10781,2026-03-14 11:37:43,f360d9a2827f4f3e159db86f106b41a6f55f44d7d7c44c88c9eb3df57a253a51,qr_codes\qr_781.png
782,Rahul Verma,Rahul Verma,Uttar Pradesh,Lucknow,Sadar,Basantpur,3172,368/7,Commercial,1721,2022,26.646022,80.409701,LANDDOC-10782,2026-03-14 11:37:43,16c695418bb7a7f62b4183a131612cc2e6e4f0e9aba1bd3df7e9f626fa5f4b9b,qr_codes\qr_782.png
783,Nidhi Saxena,Vikas Pandey,Uttar Pradesh,Varanasi,Bikapur,Shivpur,2251,772/8,Residential,597,2019,27.40203,81.336134,LANDDOC-10783,2026-03-14 11:37:43,4a8ec8064e0ba0b005d08855096e73d0e4fdbb667722afda22eb4ef5902582b7,qr_codes\qr_783.png
784,Amit Sharma,Arjun Singh,Uttar Pradesh,Barabanki,Bikapur,Basantpur,2679,159/4,Residential,2722,2018,25.841992,80.169932,LANDDOC-10784,2026-03-14 11:37:43,a66cb665ef524abcbd414e93ea1dbd80e6ef6b1e8abf2144a471ed9509242e7b,qr_codes\qr_784.png
785,Nidhi Saxena,Vikas Pandey,Uttar Pradesh,Gorakhpur,Malihabad,Basantpur,1357,584/8,Agricultural,1428,2019,27.44483,80.121233,LANDDOC-10785,2026-03-14 11:37:43,03084487f6e2826b1622be4900b0f53e8b87e8c5a367c7547c6ad8cf3daf37e6,qr_codes\qr_785.png
786,Arjun Singh,Sneha Dubey,Uttar Pradesh,Prayagraj,Bikapur,Kalyanpur,8344,516/3,Agricultural,575,2017,27.498395,80.125129,LANDDOC-10786,2026-03-14 11:37:43,29bd67a7c5536f87b2fbb58b10eeb5d19a1ad8bef918de975da6f26e7570546e,qr_codes\qr_786.png
787,Rahul Verma,Pooja Yadav,Uttar Pradesh,Kanpur,Malihabad,Basantpur,1545,941/2,Agricultural,1699,2020,26.139866,81.847634,LANDDOC-10787,2026-03-14 11:37:43,8c8afb52d9cf3afabcb9f916172d9210035721764b08513df1c910e5dfa0a9fe,qr_codes\qr_787.png
788,Priya Singh,Deepak Yadav,Uttar Pradesh,Barabanki,Bikapur,Shivpur,5548,849/3,Residential,2235,2021,26.136994,82.32986,LANDDOC-10788,2026-03-14 11:37:43,458b0f1a305643eadaad950c1ff9e9195a6db78057b9ecd815c3e016dffe978d,qr_codes\qr_788.png
789,Arjun Singh,Rahul Verma,Uttar Pradesh,Barabanki,Malihabad,Kalyanpur,1241,757/2,Agricultural,3543,2018,25.553127,80.49908,LANDDOC-10789,2026-03-14 11:37:43,8e279983088fd15ad47838ffb884843374f82ee116d9b8abc1f821e2b82e3737,qr_codes\qr_789.png
790,Arjun Singh,Saurabh Jain,Uttar Pradesh,Kanpur,Phulpur,Shivpur,4000,540/7,Agricultural,246,2020,26.781084,80.329838,LANDDOC-10790,2026-03-14 11:37:43,d8bd32e6e4551690787c512f4c2654d520c57d0d5e91ba049c7024c3243913ad,qr_codes\qr_790.png
791,Ankit Tiwari,Neha Gupta,Uttar Pradesh,Sitapur,Meja,Kalyanpur,2265,238/3,Agricultural,4638,2015,26.351375,80.708881,LANDDOC-10791,2026-03-14 11:37:43,12f3806913a86f562311a50fe1b668c6981bd147b88496b8694ed744870afc06,qr_codes\qr_791.png
792,Priya Singh,Rohit Mishra,Uttar Pradesh,Varanasi,Meja,Basantpur,2898,677/4,Residential,1666,2023,26.983865,80.312387,LANDDOC-10792,2026-03-14 11:37:43,bc0806a332464baaa26878f5c76c05c5264ae1ee8fa50c8407a5c52e26dc6739,qr_codes\qr_792.png
793,Sneha Dubey,Vikas Pandey,Uttar Pradesh,Barabanki,Sadar,Shivpur,4582,631/8,Agricultural,1048,2022,27.400246,79.710786,LANDDOC-10793,2026-03-14 11:37:43,1140627a042291fe4aeda9382ebce9c240d257071be4d36d1d88c13bdf3a0876,qr_codes\qr_793.png
794,Ankit Tiwari,Deepak Yadav,Uttar Pradesh,Barabanki,Malihabad,Lakshmipur,7967,660/9,Agricultural,2993,2016,26.444551,81.080953,LANDDOC-10794,2026-03-14 11:37:43,0d701b4382bdc3323329b723e214699ab74828fb31eb4df84133b85f15cdc85f,qr_codes\qr_794.png
795,Ankit Tiwari,Saurabh Jain,Uttar Pradesh,Prayagraj,Bikapur,Madhopur,7756,581/2,Residential,2413,2017,25.80964,82.272461,LANDDOC-10795,2026-03-14 11:37:43,4fb58ba70e2906933cd7f462bb3fb44550b1a67759870ad829bebb6c72cabb6a,qr_codes\qr_795.png
796,Vikas Pandey,Anjali Srivastava,Uttar Pradesh,Prayagraj,Meja,Lakshmipur,5756,282/8,Commercial,3899,2018,25.745277,80.817897,LANDDOC-10796,2026-03-14 11:37:43,6152725d9a36b7c50530d5e1533486d9f45972ae911e3f54f977b11b99c2a1b6,qr_codes\qr_796.png
797,Neha Gupta,Deepak Yadav,Uttar Pradesh,Kanpur,Bikapur,Basantpur,9807,534/2,Commercial,1261,2018,26.265253,79.89898,LANDDOC-10797,2026-03-14 11:37:43,600107e262888f3c8ca9aedbe38c2a1113fdc3e5f2cc02ca0c599d5f93738524,qr_codes\qr_797.png
798,Deepak Yadav,Deepak Yadav,Uttar Pradesh,Sitapur,Bikapur,Madhopur,1290,880/2,Agricultural,915,2022,25.633258,80.230866,LANDDOC-10798,2026-03-14 11:37:43,c2fcb86f18f8e5683412258a5358897e9d7836ae4eae4f63fe07dff90f8a5061,qr_codes\qr_798.png
799,Rahul Verma,Saurabh Jain,Uttar Pradesh,Lucknow,Phulpur,Madhopur,7418,505/9,Agricultural,2832,2020,26.921807,79.750738,LANDDOC-10799,2026-03-14 11:37:43,900a694ac6d68a903075079b62293eab584e4229c08c1d92cb1f03c44eebda6a,qr_codes\qr_799.png
800,Neha Gupta,Arjun Singh,Uttar Pradesh,Prayagraj,Sadar,Rampur,9143,765/9,Agricultural,2876,2018,26.928835,80.656489,LANDDOC-10800,2026-03-14 11:37:43,baa843c5016c857750336ca91e72908ba2e06259a699ff389e3785ca9f033531,qr_codes\qr_800.png
801,Priya Singh,Vikas Pandey,Uttar Pradesh,Gorakhpur,Meja,Kalyanpur,6224,852/3,Residential,2782,2018,26.295957,80.532812,LANDDOC-10801,2026-03-14 11:37:43,c781074111329be8c1f4c14da1f6ae7751e5b41a5046754f352ab7fb3a89d3ff,qr_codes\qr_801.png
802,Nidhi Saxena,Anjali Srivastava,Uttar Pradesh,Gorakhpur,Malihabad,Lakshmipur,4639,948/5,Commercial,644,2024,25.568762,80.88136,LANDDOC-10802,2026-03-14 11:37:43,08fb2153990f8c693d7a922e9662727937093c1d988c3174a48b6e6452aaaef6,qr_codes\qr_802.png
803,Vikas Pandey,Saurabh Jain,Uttar Pradesh,Lucknow,Sadar,Madhopur,2928,330/5,Agricultural,351,2017,27.489995,80.556202,LANDDOC-10803,2026-03-14 11:37:43,c4c4a5a1e11c3acb75cc729864d04825d20944df9493fa95c864f7947248d7dd,qr_codes\qr_803.png
804,Priya Singh,Anjali Srivastava,Uttar Pradesh,Varanasi,Phulpur,Madhopur,2829,883/2,Residential,2260,2015,26.277075,80.874551,LANDDOC-10804,2026-03-14 11:37:43,6aed22dd0b70479e7a4e9ec9929797851f261b4b7548fd0acd23d694b10249cf,qr_codes\qr_804.png
805,Saurabh Jain,Saurabh Jain,Uttar Pradesh,Barabanki,Bikapur,Madhopur,8472,459/8,Commercial,4267,2017,27.459185,81.45286,LANDDOC-10805,2026-03-14 11:37:43,cac957d2b8c4b51f53843a40f34e5911684832c621f72f7780188f633888e51a,qr_codes\qr_805.png
806,Priya Singh,Deepak Yadav,Uttar Pradesh,Lucknow,Sadar,Lakshmipur,6407,318/2,Agricultural,1011,2016,27.160487,81.292483,LANDDOC-10806,2026-03-14 11:37:43,1133df6c25431576986c70863043af1bdbdab5ddda5cc21c9074ca0955e9b836,qr_codes\qr_806.png
807,Vikas Pandey,Rahul Verma,Uttar Pradesh,Barabanki,Meja,Lakshmipur,5444,543/1,Agricultural,2996,2024,27.117425,80.8377,LANDDOC-10807,2026-03-14 11:37:43,3a11661c654aeebb4f85234e8590f040a385592938858fdc03a42c915a687b2c,qr_codes\qr_807.png
808,Nidhi Saxena,Deepak Yadav,Uttar Pradesh,Varanasi,Malihabad,Rampur,4511,179/8,Agricultural,2239,2024,26.187634,82.209492,LANDDOC-10808,2026-03-14 11:37:43,128c84b91fbbeda34dd964e042b7d836350f6bfc94754bd5de8ad5fc26b4d726,qr_codes\qr_808.png
809,Ankit Tiwari,Rahul Verma,Uttar Pradesh,Sitapur,Bikapur,Rampur,8465,889/3,Commercial,496,2022,25.637819,81.63254,LANDDOC-10809,2026-03-14 11:37:43,04e5dd62264036858024992ca89fb5b15be7a6db705b111c09e65e19f47eb3c2,qr_codes\qr_809.png
810,Nidhi Saxena,Neha Gupta,Uttar Pradesh,Kanpur,Meja,Basantpur,4213,973/8,Commercial,202,2021,25.796768,79.838924,LANDDOC-10810,2026-03-14 11:37:43,f05d97c915632e3b67aab731a3e8d724b83031b8a60fd52545e9d4454741ecf4,qr_codes\qr_810.png
811,Saurabh Jain,Ankit Tiwari,Uttar Pradesh,Barabanki,Phulpur,Rampur,3633,582/2,Residential,1281,2017,26.298594,80.052997,LANDDOC-10811,2026-03-14 11:37:43,ec37b7ed4f95fd3e706f06393e40bb0a40083eac5f6afe620fe847cbb308f737,qr_codes\qr_811.png
812,Ankit Tiwari,Rohit Mishra,Uttar Pradesh,Gorakhpur,Malihabad,Madhopur,8755,688/9,Residential,3811,2019,27.056558,80.872015,LANDDOC-10812,2026-03-14 11:37:43,4edac56fc9592b8ab524ee7d79bd34ea96f5c0bb5e82da859745f7dff634abb9,qr_codes\qr_812.png
813,Deepak Yadav,Nidhi Saxena,Uttar Pradesh,Sitapur,Bikapur,Madhopur,4474,477/7,Agricultural,3012,2018,26.656905,81.072015,LANDDOC-10813,2026-03-14 11:37:43,824340614c9ac2c7384c1c2be3a30d3e6354eec0d05f515195df2c3970b538c0,qr_codes\qr_813.png
814,Pooja Yadav,Pooja Yadav,Uttar Pradesh,Kanpur,Sadar,Madhopur,4320,378/2,Agricultural,4637,2018,25.57142,79.740606,LANDDOC-10814,2026-03-14 11:37:43,abcd4d629004394b14b15525cc00f9522db730f4423f70395ebc53df7b46938a,qr_codes\qr_814.png
815,Ravi Shukla,Deepak Yadav,Uttar Pradesh,Prayagraj,Malihabad,Kalyanpur,6538,247/9,Commercial,2083,2016,27.30304,81.825569,LANDDOC-10815,2026-03-14 11:37:43,4e276cda01fd2b0ecf6344606759402c7e88336cc03972229dac7ad9b6e5c86d,qr_codes\qr_815.png
816,Sneha Dubey,Vikas Pandey,Uttar Pradesh,Lucknow,Malihabad,Lakshmipur,3214,770/8,Residential,396,2024,26.545371,80.198641,LANDDOC-10816,2026-03-14 11:37:43,32ffa092fc5f760acadeb33d80a96f32e6e7178be43595d89e1b1676125bcdb3,qr_codes\qr_816.png
817,Priya Singh,Saurabh Jain,Uttar Pradesh,Gorakhpur,Sadar,Shivpur,5608,785/8,Residential,4138,2017,26.13086,80.403881,LANDDOC-10817,2026-03-14 11:37:43,99f5e49d14bbfe4a5a45b94ab569aad063dea194f4eb51062c268c03773a264f,qr_codes\qr_817.png
818,Pooja Yadav,Rahul Verma,Uttar Pradesh,Prayagraj,Sadar,Kalyanpur,8019,225/2,Commercial,4851,2017,26.705145,79.79014,LANDDOC-10818,2026-03-14 11:37:43,941502eb091594f0809e163b70e9ed1ed9a06e4cafa80ec40e80a50734186029,qr_codes\qr_818.png
819,Rahul Verma,Saurabh Jain,Uttar Pradesh,Varanasi,Phulpur,Lakshmipur,6421,530/8,Residential,1774,2017,25.662489,81.669842,LANDDOC-10819,2026-03-14 11:37:43,229e39cf501ead4b9dc6ce1708d6bb8fe4a6e186c8447b3b55676b0a4b4e1c5e,qr_codes\qr_819.png
820,Deepak Yadav,Nidhi Saxena,Uttar Pradesh,Prayagraj,Phulpur,Madhopur,1335,516/9,Commercial,3093,2020,26.750511,81.282278,LANDDOC-10820,2026-03-14 11:37:43,8f8b9f337c7f885232c5946a6c73111329a8f047fb3ff31a0c3010757b9919e1,qr_codes\qr_820.png
821,Arjun Singh,Arjun Singh,Uttar Pradesh,Barabanki,Meja,Lakshmipur,6107,226/2,Agricultural,3890,2015,25.704775,81.522596,LANDDOC-10821,2026-03-14 11:37:43,5cc591581f9dace9ded2525f4b9fffecac75ea7ee478fd0c98c8e09900a724c8,qr_codes\qr_821.png
822,Deepak Yadav,Amit Sharma,Uttar Pradesh,Lucknow,Bikapur,Kalyanpur,7575,375/3,Residential,1335,2019,25.993711,81.343806,LANDDOC-10822,2026-03-14 11:37:43,4b0d8085f2dc1a00e57a26d0fcce450257d3ed7cdddf3b640c80995a8c1a3c1f,qr_codes\qr_822.png
823,Vikas Pandey,Sneha Dubey,Uttar Pradesh,Barabanki,Phulpur,Basantpur,1261,682/5,Residential,2186,2021,27.292782,81.557704,LANDDOC-10823,2026-03-14 11:37:43,be00a05bbe74a313864a3c5fe103ef344fddbce711c4d8fc84eca6efab23fcf6,qr_codes\qr_823.png
824,Sneha Dubey,Nidhi Saxena,Uttar Pradesh,Prayagraj,Bikapur,Basantpur,2807,453/1,Commercial,2400,2017,26.963405,80.418988,LANDDOC-10824,2026-03-14 11:37:43,4345b658b865732f48cc9f7b3ed9d836b1dcc5b86718df67a4ace400e9cd7166,qr_codes\qr_824.png
825,Pooja Yadav,Ankit Tiwari,Uttar Pradesh,Prayagraj,Sadar,Rampur,9141,483/4,Residential,3674,2021,25.83462,82.444313,LANDDOC-10825,2026-03-14 11:37:43,1b7624390f4d202616b879465dbb81a48583fe60a53e2ab63617c2b4d245081b,qr_codes\qr_825.png
826,Pooja Yadav,Sneha Dubey,Uttar Pradesh,Sitapur,Phulpur,Shivpur,5369,430/5,Commercial,1345,2019,26.196667,79.827691,LANDDOC-10826,2026-03-14 11:37:43,147ead9b835c377f383825d35c62af8c562d9dee893376d38a366af2df7cb120,qr_codes\qr_826.png
827,Anjali Srivastava,Neha Gupta,Uttar Pradesh,Kanpur,Bikapur,Rampur,2369,687/9,Residential,3279,2022,26.911834,82.205898,LANDDOC-10827,2026-03-14 11:37:43,65d4a061933f4fa55744bb71a80e94c375accddf1d12a2fd46306c3df1276d6f,qr_codes\qr_827.png
828,Deepak Yadav,Vikas Pandey,Uttar Pradesh,Lucknow,Bikapur,Shivpur,7259,545/9,Commercial,1356,2021,26.896154,82.067013,LANDDOC-10828,2026-03-14 11:37:43,a0ee07ce0d19baf43ce5f615a60258feb5eb4eea3eee19c7fa3a891c4326efe5,qr_codes\qr_828.png
829,Anjali Srivastava,Vikas Pandey,Uttar Pradesh,Kanpur,Phulpur,Lakshmipur,6264,161/3,Agricultural,2445,2019,26.307067,81.3887,LANDDOC-10829,2026-03-14 11:37:43,329ad7a10789d4cd57a84761f21d25b084bbfbe271e484db36d7be3b7a3d6e2e,qr_codes\qr_829.png
830,Priya Singh,Priya Singh,Uttar Pradesh,Prayagraj,Meja,Basantpur,1354,883/3,Residential,1775,2022,26.082093,82.419816,LANDDOC-10830,2026-03-14 11:37:43,2c29378ef2be2f3275f30d52ff83468677cf27d8999564d984c67c3ca44bc95a,qr_codes\qr_830.png
831,Priya Singh,Ravi Shukla,Uttar Pradesh,Barabanki,Malihabad,Madhopur,4438,957/5,Residential,4410,2019,26.950661,81.080678,LANDDOC-10831,2026-03-14 11:37:43,3ae885815189c0be5fbe21f5bd7927c23e1db41f1734274427d23d87badd52ad,qr_codes\qr_831.png
832,Saurabh Jain,Rohit Mishra,Uttar Pradesh,Varanasi,Sadar,Shivpur,6042,748/7,Residential,2857,2023,26.349635,80.812004,LANDDOC-10832,2026-03-14 11:37:43,575a7d5541a10895437365f935e024cb99e5ef11e46ccc17fd0f932a81090a22,qr_codes\qr_832.png
833,Neha Gupta,Nidhi Saxena,Uttar Pradesh,Lucknow,Phulpur,Lakshmipur,7247,327/3,Commercial,2497,2022,25.528835,81.337932,LANDDOC-10833,2026-03-14 11:37:43,198c5dd5d872d6088b8aeaf6233864ac53ebfc07a0a08646a556b495c4d63043,qr_codes\qr_833.png
834,Ravi Shukla,Rahul Verma,Uttar Pradesh,Barabanki,Phulpur,Lakshmipur,9110,177/3,Residential,4700,2017,25.894312,81.262287,LANDDOC-10834,2026-03-14 11:37:43,535e8cdcd695eeb47e744d679055222229fe81d9246ff3be7f078d4b2c78b4cb,qr_codes\qr_834.png
835,Nidhi Saxena,Sneha Dubey,Uttar Pradesh,Prayagraj,Phulpur,Basantpur,4011,447/5,Commercial,383,2016,26.087196,80.86581,LANDDOC-10835,2026-03-14 11:37:43,508b12096d4aa430d5899ea96b565dfde004abe253a47fe9b23c1e0405182b4e,qr_codes\qr_835.png
836,Rahul Verma,Arjun Singh,Uttar Pradesh,Varanasi,Meja,Lakshmipur,5780,604/7,Commercial,3430,2023,25.667022,79.724573,LANDDOC-10836,2026-03-14 11:37:43,bb66db968b410485692226a898d69384c4a57251d445756b9b8c6b1acf111974,qr_codes\qr_836.png
837,Sneha Dubey,Rahul Verma,Uttar Pradesh,Prayagraj,Malihabad,Lakshmipur,3167,502/8,Commercial,4841,2023,27.288329,79.536366,LANDDOC-10837,2026-03-14 11:37:43,5ecc76b8cb4211d01f7a0e17d9cb9bc28bc845433e557efb8b501de16baafec2,qr_codes\qr_837.png
838,Rahul Verma,Deepak Yadav,Uttar Pradesh,Varanasi,Malihabad,Lakshmipur,7829,898/9,Agricultural,778,2018,27.179176,81.181889,LANDDOC-10838,2026-03-14 11:37:43,839af6534bab8609a33bdc6519de2e7a9955256b10fa4993ad60ebda7a8ef45c,qr_codes\qr_838.png
839,Saurabh Jain,Neha Gupta,Uttar Pradesh,Barabanki,Meja,Shivpur,2615,723/5,Commercial,1593,2021,26.555036,81.097728,LANDDOC-10839,2026-03-14 11:37:43,89ad8c25fb09df8458165375923affac19374c80ac655c2bf0ace16b5f67c87d,qr_codes\qr_839.png
840,Amit Sharma,Nidhi Saxena,Uttar Pradesh,Prayagraj,Sadar,Shivpur,8763,699/9,Commercial,1240,2018,27.116647,82.28776,LANDDOC-10840,2026-03-14 11:37:43,5184be01cdaf6170d4a8d64c76da1391849cca24e775d9b8c2a7249e8e400d04,qr_codes\qr_840.png
841,Arjun Singh,Sneha Dubey,Uttar Pradesh,Gorakhpur,Meja,Kalyanpur,6389,110/7,Commercial,1484,2016,26.0352,81.494119,LANDDOC-10841,2026-03-14 11:37:43,33418c04117599600232eb61a0e0d080c90475e09bb6bbea222d0d48bbc30dea,qr_codes\qr_841.png
842,Deepak Yadav,Rahul Verma,Uttar Pradesh,Sitapur,Meja,Rampur,2138,335/6,Agricultural,2662,2021,25.867923,80.354892,LANDDOC-10842,2026-03-14 11:37:43,463500f091465141cce1003c0d9890bab78ac61c4fee5ab06848544ac2ff2b52,qr_codes\qr_842.png
